content,score,label
"Mau tanya nih, saya harap cs Tokopedia y lgsg gubris saya yaa... di apk klian kan ada namanya deposit² an, papah saya merasa di tipu dengan kalian... dengan alasan harus tf 17jt supaya bisa di cairkan&lucu ya hrusnya deposit papah saya udh cair semalam 25jt mendadak kadaluwarsa!!! kalian mikir gak sih papah saya bukan seorang pengangguran yg hrus sadar kouta kadaluwarsa atau blm, justru klian yg hrusnya mengingatkan orng yg ikut deposit itu... saya tegskan kembali cairkn atas nama assa tahajudin",1,negatif
mudah di pahami,5,positif
"akun gw, ngga ada free ongkir. Why.....?!?!?",1,negatif
aplikasi ini sangat baik dan kalo soal pesanan sudah bagus ya keseluruhan Tokopedia ini sangat mantap buat belanja online untuk kebutuhan lainnya 🤩👍🏻👏🏻,5,positif
Saya sangat kecewa karna aplikasinya sangat tidak mendukung saya tulis untuk memesan eh malah ada kata server error,1,negatif
ok,5,positif
toop..,5,positif
Jgn beli disini karna ladang penipuan. dan juga cs tokped juga lambat penangan dan nihil hasil. ga recommended bagus uninstall aja we keburu kalian dirugikan. ini aplikasi seakan-akan sebahat sama penipuan karna udah 2 kali penipuan disini dilancarin tanpa sistem mendeteksi scam,1,negatif
tambah dipakai tambah mahal males ah pindah ke yang lain aja,1,negatif
tolong perbaiki bug tidak bisa login,1,negatif
Ga bisa pesan server busuk,1,negatif
semakin menjijikan dengan aplikasi ini tolong kemendagri sama kominfo lebih d pertegas dengan peraturan tokped yang bikin ribet,1,negatif
ga ada gratis ongkir,1,negatif
sangat membantu..diskon real ..gratis ongkir,5,positif
penipu promonya ga bisa dipakai,1,negatif
"aplikasi error , saya tidak merasa melakukan transaksi apapun saldo dana saya hilang",4,positif
harganya kok mahal2,1,negatif
"customer service nya robot, ga bisa di andalkan, complain jawab anya selalu sama, mending di uninstall aja",1,negatif
"Kenapa skrg mau beli obat di tokped ribet banget yah, harus konsultasi dokter & toko obat nya pun di tentukan oleh tokped..sering ketemu yg stok obat nya kosong, jd harus chat dokter ulang..cape deh..",3,netral
premium,5,positif
"ekpedisi GTL ekspedisi gajelas lelet lemot kurirnya nyebelin sistem buruk, boikot gtl",1,negatif
"airsoft dilarang, komik porno digas. siapa lagi kalau bukan Tokopedia",1,negatif
memuaskan semua pesanan di kirim lebih cepat . top dh pokonamah,5,positif
order baru perdana ini semoga barang yang datang memuaskan,5,positif
"mengecewakan , tidak ada fitur top up saldo tokopedia alhasil saldo tidak bisa di gunakan , jika saldo di bawah 10 ribu",1,negatif
sangat bagus,5,positif
"bobrok.. apalagi CSnya.. beli barang dari kapan sampe skrng ngga dikirim 🤣 jangan heran kalo komplain kalian banyak di ig daripada yang ngelike postingan.. apa ? dana refund di tahan, barang ga sampe, tarik saldo ditahan 🤣",1,negatif
"saya belanja di 1 toko tapi setelah saya tf uang nya dan barang nya tidak sampai kepada waktu yang di tentukan. Uang saya belum kembali sampai sekarang dan toko tersebut hilang begitu saja, ini juga termasuk penipuan Teman saya juga beli dan uang nya hilang tidak di kemabalikan mohon bantuan nya atas kejadian ini kepada pihak toko pedia🙏",1,negatif
👍🏻👍🏻,5,positif
ga ada gratis ongkir lg. payah.!,1,negatif
"mau pasang iklan aja harus sambungkan sana sini, sebelah simple aja mau pasang iklan. yang simple aja ketar ketir sekarang, apa lagi yg ribet, cepet cepet dah gulung tiker.",1,negatif
ok,5,positif
"aku ajukan credit card udah 4 bulan lebih masih proses terus,, mohon info nya y admin terima kasih..",5,positif
"promo gak bisa di pake, baru juga daftar tokped",1,negatif
aku kasi satu bintang dulu ntar aku tambahin lagi.. kalo oke !,1,negatif
Aplikasinya Bagus dan mudah di gunakan,5,positif
"saya beli antena dan di review nya bagus² giliran saya mesen terus pas datang pada penyok, bahkan ada yang patah",1,negatif
sangat bagus,5,positif
"nyari voucher diskon susah ga kek apk Oren sebelah, dikit2 diskon. pliss bnyakin voucher diskon nya",4,positif
"butuh sinyal yang kuat buat bukka app ne,, beda ma kompetirornya sinyal lemah masih bisa berseluncur aman buka2 halaman..",3,netral
ok,5,positif
customer servicenya tolll oll komplain dan udh langganan Tokopedia plus voucher nya sudah pada hilang g di tanggapi sama sekali,1,negatif
mantap,5,positif
"kenapa aplikasi sering terjadi kesalahan koneksi. padahal buat aplikasi lain baik"" aja",1,negatif
kadang kadang pengiriman tidak sesuai yang di iklankan,1,negatif
baru menggunakan setelah sekian lama hanya meng instal dan Daftar akun,5,positif
"makin kesini tokopedia banyak ngecewain bgt!! promo vocer memang banyak,tapi seller2nya banyak yg kurang ajar,setiap CO pke vocer diskon sering bgt barang ga dikirim,ahirnya batal scra sistem,apa tokped ga ada review toko2 seperti ini ya? paling ngga tlg sediain review customer buat seller2 yg sering ga kirim barang2 promo vocer sampai batal otomatis",1,negatif
"hapus toko clinic tidak ada gunanya, dokter asal2an nolak kasih resep, tidak bisa pilih dokter, dokternya juga tidak mengenali riwayat penyakit pasien.",1,negatif
aplikasi paling gampang untuk mencuri uang kalian,1,negatif
Program loyalitas tapi pengiriman tidak sesuai dengan realita. sudah kecewa dengan pelayanan pengiriman dari e-comerce satu ini,1,negatif
"bagusan cs shopeeee, lelet banget cs tokopedia. nggk solutif makan gaji buta aja mereka ni",1,negatif
pelayanannya bagus,5,positif
kenapa harga barang disini 2x harga di toko oren,1,negatif
aplikasi g jelas,1,negatif
lama pengirimannya,1,negatif
"maaf nih mau beli obat pakai resep dokter jadi ribet ya harus konsul lagi sma dokternya yg ditokped, padahal saya udh ada resep dari konsul dihalodoc mau ngelampirin jadi gk bisa. harus pakai dokternya sana terus dr tadi, udh gitu ngebug waktu mau cek out obatnya, alhasil balik lagi ngulang konsul udh 3x an ngulang gitu lagi, ribet gak praktis",1,negatif
"aplikasi banyak erorr nya, mau cari barang koneksi timeout, mau apa² error, entah kenapa sekarang² jadi banyak masalah nya ini Tokopedia 🗿 Apa mau nyusul Bukalapak juga? Perbaiki aplikasi nya biar kaya dlu ga banyak erorr/bug nya 🗿👍",2,negatif
bagus,5,positif
simpel cepat dan banyak bonus,5,positif
adakan fitur live lahh kayak yang lainn,5,positif
"penarikan saldo dana refund karena tidak jadi belanja, terkesan lama sudah 3 x 24 jam belum ada solusi lain, Tokopedia center hanya balas chat 1 x sehari... Jika transit ke official office di tokped tower harus ketemu siapa ya?",1,negatif
"aplikasi Cacad, Setting alamat aja Ngebug,Titikin lokasi Ngebug juga,mau ganti no susah Ngebug,aplikasi ga niat dibikin,lebih wort it yang sebelah walaupun lebih besar kapasitas nya",2,negatif
"Belenja disini harus punya banyak uang,karena barang yg kita beli harus ambil sendiri,,kurir ngak pernah antar,,mau cod,bayar lunas juga jangan barang akan diantar,,percuma bayar ongkir,,",1,negatif
jarang saya pake,3,netral
"gak bisa cek out, sistem operasi Android error",1,negatif
2 kali belanja dibatalkan terus oleh JNT,1,negatif
sangat buruk sistem konsultasi dokter dan sangat tidak berguna juga. giliran ingin beli obat menjadi sangat mahal alih2 viaya konsultasi. padahal apa yang dikonsultasikan isi chat dengan dokter hanya sebatas ohh iya ohh silakan oke saya lampirkan resepnya. gak ada tanya2 detail harga obat menjadi mahal. bego sistemnya.,1,negatif
"Saya pengguna / lebih 10 th ini, tp belakangan ini ada pesenan saya saya sampai 1 bulan belum diantar2, kalau cara kerjanya sudah begini saya akan Uninstall dan bye di handphone saya alias tutup akun",1,negatif
"Belanja mudah, tapi tolong perbaiki pelayanan pengiriman rekomendasi. Jangan merekomendasikan. ekspedisi yang lambat seperti JNE. Setiap saya dapat pengiriman rekomendasi dengan JNE paket tidak sampai sampai sesuai waktu estimasi seperti ekpedisi lainnya. Padahal barang urgent untuk segera. Mungkin mitra pengiriman dengan JNE perlu diperbaiki atau di ganti",4,positif
good,5,positif
sellernya banyak yg g amanah. giliran sudah order dapat harga promo barang ga dkirim2 akhirnya pembatalan otomatis padahal sudah dbayar. y jadi rugi donk pembeli g jadi dapat harga promo...,1,negatif
"janji ada penggantian cashback 7 hari kerja, ternyata sudah 1 bulan tidak cair2 juga, parah sih, padahal saya pengguna setia tokopedia",5,positif
"Makin sampah aja ini apk. Server sering eror, kupon gak bisa dipake, minim gratis ongkir makin pelit ini apk. Udah paling bener balik ke oren aja bjirr",2,negatif
mantap,5,positif
mantap cepat dan lancar prosesnya terima kasih.,5,positif
sangat membantu sekali pelayanan sangat baik,5,positif
Toko On Line yang Baik.,5,positif
masih menjadi tempat favorit belanja online,5,positif
bagus banyak promonya,5,positif
ga bisa buka chat sbg seller cok.... makin ribet sejak gabung ama tiktok,2,negatif
"bintang 🌟🌟🌟🌟🌟 untuk jasa pengiriman yg cepat, pertahankan perusahaan ekspedisi yg cepat,.",5,positif
"BAGUS.CUMA KEAMANAN TOKOPEDIA PERLU DI BENAHI,BISA2NYA PENIPU MENGATAS NAMAKAN JNE BISA MENGETAHUI PAKET/ NOMER RESI DAN MINTA DIKIRIMKAN INVOICE DENGAN ALASAN PAKET ADA MASALAH SALAH KIRIM",5,positif
"VOUCHER PENGGUNA BARU GA BISA DIPAKE, SISTEM GA JELAS, CS LELET SAYA PUNYA SEMUA BUKTINYA",1,negatif
baik dan praktis,4,positif
sangat membantu,5,positif
Tokopedia kami dan praktis dan mudah digunakan dan yang paling sering terjadi karena banyak yang dapat,5,positif
"semoga makin ditingkatkan lagi, teruslah jadi lebih baik",5,positif
baiklah,5,positif
Aplikasi TERLELET di Indonesia.,1,negatif
"tokped tuh terus terang aja bagus, cuman kalah jauh Ama Shopi. di tokped ga ada yang nama nya gratis ongkir, minimal ongkir 20rb k atas, terus pembayaran ga ada yang nama nya qris. tolong lah klo mau rame minimal gratis ongkir dan cod.",5,positif
"Tokopedia payah, saya dapet vocher tapi kenapa tidak bisa di pakai, saya kn baru pertama pake Tokopedia HP saya pun baru dn baru pasang Tokopedia tapi vocher yg di dapat tidak bisa di gunakan, tokopedia menipu",5,positif
klo barang dibatalkan karena barang tokonya habis atau kosong tolong dong biaya admin semuanya d balikin bikin rugi pembeli,1,negatif
harganya kurang bersaing,1,negatif
ok,5,positif
ga beres sama promonya,1,negatif
ga bisa pesan,1,negatif
bagus program promonya,5,positif
jelek jelek jelek,1,negatif
harganya jadi mahal kalau mau bayar,1,negatif
apaan ini pesan malah promo tidak berlaku,1,negatif
"sistemnya amburadul, barang datang tidak sesuai dengan estimasi yang ada di aplikasi. tutup aja dah ni app",1,negatif
terbaik,5,positif
mau rubah nomor aja ribetnya,1,negatif
uninstall pindah ke yang lain,1,negatif
Status menunggu kurir sampai 2hr. Duit ga seberapa. parah.,1,negatif
Bagus,5,positif
Sy buka aplikasi tokopedia dak bisa2,3,netral
kenapa ga bisa nyambung ke gopaylater?,5,positif
"udah brp kali co tp selalu tidak di kirim, seller banyak yg tidak aktiv, tidak bisa login kata mereka pasa saya tanya lewat chat di kontak saya. parahh ni apk",2,negatif
ok,3,netral
"Pengembalian Dana Transaksi Yang Dibatalkan Sangat Lama, Sudah Melewati Estimasi Waktu Tapi Dana Tetap Tidak Dikembalikan",1,negatif
apk nyusahin apa² prosesnya lama,1,negatif
"lama unistall nih soka ada notif konfirmasi pesanan , udah gak jelas kayanaya develover nih",1,negatif
mantap...,5,positif
Yaman di pakai dan ada berapa macam jenis ukuran dan bentuk warna,5,positif
koq sekarang free ongkirnya jadi susah sih min aku udah lebih 8 tahun loh sama kamu koq malah jadi pelit,3,netral
sumpah kecewa banget aku beli di Tokopedia dari 25 Maret Sampek tnggal 9 April GK Sempek ² padahal estimasi 29 maret,1,negatif
"alhamdulillah banyak diskonnya, jadi murah harganya mksh🙏🙏 🙏",5,positif
pokoe membantu banget,5,positif
aplikasi belanja yang sangat buruk tidak peduli dengan pesanan pelanggan 👎,1,negatif
Semenjak Tokopedia kerja sama dengan kurir JNT pengiriman semakin lelet tidak langsung di proses kadang tidak di kirimkan atau selalu di retur Tapi barangnya entah kemana? kembali ke penjual tidak ada apa lagi ke pembeli. Padahal barang selalu di kirim tepat waktu ke agen JNT langsung. PAyah agen JNT. karyawannya kebanyakan main game bukannya kerja.,1,negatif
"pesan barang disini dari minggu lalu barang belum tiba. shopee baru 3 hari yang lalu pesan dah tiba aja barangnya..... nunggu pesanan disini kelamaan, Karna Tokopedia bekerja sama dengan dengan layanan pengiriman yang tidak jelas",2,negatif
lebih murah dan banyak diskon klw lewat paylater,5,positif
ok,5,positif
"kenapa info saldo tidak di tampilkan, malah info penghematan yg tidak berguna malah di tampilkan. terus metode pembayaran dari dana pengembalian yg ada di dalam apk juga tidak ada. mohon di tinjau lagi",2,negatif
paket lengkap,5,positif
mudah,5,positif
ongkir ga ngotak jir,1,negatif
recomended bgtt tapi gopay kok eror di tokped ya?,1,negatif
pengiriman tepat waktu&sering ada promo,5,positif
aplikasi nya g bisa cod kah? soalnya gw g bisa cod,1,negatif
saya kasih bintang 3 karna gopay later saya selalu gagal tidak pernah di acc,3,netral
bagus,5,positif
mau beli obat udh konsul telemedicine 6x ttp g bisa CO,1,negatif
ruwet,1,negatif
Lumayanlah,4,positif
"Tokopedia korupsi dana asuransi pengiriman yang dibayar oleh konsumen, lalu menipu konsumen dengan membuat keterangan bahwa ongkos kirim akan dikembalikan ketika konsumen komplain dan melakukan retur barang kepada penjual, faktanya semua itu adalah kebohongan Tokopedia yang memperkaya diri dengan menipu konsumennya sendiri. Tokopedia adalah sarang penjual penipu, di mana penjual jahat dibiarkan menipu konsumen tanpa resiko apapun, dimana praktek semacam itu justru dipelihara oleh Tokopedia",1,negatif
Makin parah j&t buat pengiriman...paket lama diantar melebihi estimasi...cukup sekali belanja disini...lebih baik belanja di lazada dan shopee aja...costumer care nya pada ngantuk semua gak mau meladeni keluhan pelanggan..,1,negatif
Kacang mahal promo hanya khusus yang mampu beli seharga 1jt untuk setiap bulan harga sangat sadis,1,negatif
"sitem sampah, menyusahkan orang, tidak efisien",1,negatif
bagus,3,netral
Harga lebih murah di toko oren daripada di sini beda nya sampai 200rb sendiri klo mau beli gitar atau efek,1,negatif
"belanja online yg bagus, mudah, aman, nyaman dan terpercaya",5,positif
"setelah lebaran pengiriman selalu melebihi estimasi, gratis ongkir juga hilang padahal pk PLUS.,..Hadeeeuuuuuhh",1,negatif
"mau tarik saldo abis refund tp lama bgt proses ny,gilaaa ngambil uang gw sndri loooohhhh tp dpersulit emang jauuuhh bgt deh SM si Oren nih aplikasi,dichat ADM ny cm blg tggu 1x24jam,lamaa bgt gilaaa mna pnting bgt mau pke tuh duit,nilai uang nominal jutaan BKN ratusan lg",1,negatif
Okaylah ..,5,positif
kok akun saya tiba2 hilang kepada pihak tokopedia tolong aktifkan akun lama saya lagi,5,positif
"paket belanja saya tidak dikirim oleh pihak toko, sudah satu bulan lebih tapi barang tidak di kirim, kecewa berat belanja di aplikasi ini",1,negatif
masih di uji dulu,3,netral
top 👍,5,positif
bagus buat apk nyaa cuman kenapa dari sekian banyak expedisi paket harus JNE si min paket saya selalu telat datang pasti problemm sekelas tokopediaa Lo pakee expedisi model JNE kecewa sii setiap pesen paket selalu lama bngt Dateng dari dulu pdhl JNE terkenal problematik nya tapi masih ada di pakai sama tokopediaa heran,5,positif
mantaaaaap,5,positif
mantul,5,positif
"mau beli obat online kok repot, apotiknya ditentukan sendiri oleh tokped, tidak bisa memilih apotik yg dimau, lalu buat apa dimuncul semua harga & nama apotiknya?",1,negatif
males kalo lewat iklan udah betul pencet x masi aja masuk untuk di download kocak nih aplikasi cuh,1,negatif
lagi error tokopedianya mau klik pembayaran tapi gak keluar puter2 terus payahhhh,1,negatif
"sekarang jadi lemot pengirimannya.. cek out tanggal 6 dibawah jm 12 siang, tanggal 7 baru notif ke seller...",4,positif
nyesel pesen di sini paket belum di terima do situ tulisanya di situ tulisanya udah di terima. nyesel gak cod aja bayarnya gak jelas banget apa apaan ini,1,negatif
gajelas pencairan dana lamaaaa bgtttt.... kepotong jugaaaa. harusnya 160rb cuma nerima 125. memang gobbbblok. sekarang,1,negatif
mau bayar error mau beli juga error. tolong diperbaiki sistem nya. semua metode pembayaran gak bisa digunakan karena error.,5,positif
kenapa sekarang metode tiktok paylatter gak ada lagi padahal limit ada,5,positif
ga ngotak harganya,1,negatif
mantap,5,positif
mau beli obat resep malah ga bisa error terus. minta resepnya ga bisa keluar terus. gimana nih tokopedia,1,negatif
pelit voucher gratis ongkir,1,negatif
1 bintang dulu buat masalah ini wahai Tokopedia. Kenapa pas lacak pesanan saya warna latarnya dan tulisan nya jadi putih? Saya jadi ga bisa liat tulisan nya ini. Tolong segera diperbaiki. Jujur semenjak diambil alih Tiktok banyak banget masalah di Tokopedia 🙏🏻,1,negatif
